Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Genomic Location (Transcript)	Genomic Sequence ID	Chromosome
LmxM.16.0830	LmxM.16.0830.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.16:302,284..303,162(-)	Iron-sulfur assembly protein 1, putative	LmxM.16:302284..303162(-)	LmxM.16	16
LmjF.10.0210	LmjF.10.0210:mRNA	Leishmania major strain Friedlin	LmjF.10:92,707..94,128(+)	nucleolar protein 56, putative	LmjF.10:92707..94128(+)	LmjF.10	10
LmjF.23.1460	LmjF.23.1460:mRNA	Leishmania major strain Friedlin	LmjF.23:729,209..730,780(+)	GAF domain/TIP41-like family, putative	LmjF.23:729209..730780(+)	LmjF.23	23
LmxM.10.0210	LmxM.10.0210.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.10:77,950..79,374(+)	nucleolar protein 56, putative	LmxM.10:77950..79374(+)	LmxM.10	10
LmxM.23.1460	LmxM.23.1460.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.23:702,829..704,397(+)	GAF domain/TIP41-like family, putative	LmxM.23:702829..704397(+)	LmxM.23	23
LmxM.33.2200	LmxM.33.2200.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.33:796,730..798,031(-)	thioredoxin, putative	LmxM.33:796730..798031(-)	LmxM.33	33
LmjF.33.1955	LmjF.33.1955:mRNA	Leishmania major strain Friedlin	LmjF.33:872,482..872,733(+)	60S ribosomal protein L37	LmjF.33:872482..872733(+)	LmjF.33	33
LmjF.35.3280	LmjF.35.3280:mRNA	Leishmania major strain Friedlin	LmjF.35:1,342,048..1,342,614(-)	60S ribosomal subunit protein L31, putative	LmjF.35:1342048..1342614(-)	LmjF.35	35
LmjF.35.3290	LmjF.35.3290:mRNA	Leishmania major strain Friedlin	LmjF.35:1,343,560..1,344,126(-)	60S ribosomal subunit protein L31, putative	LmjF.35:1343560..1344126(-)	LmjF.35	35
LmjF.35.5100	LmjF.35.5100:mRNA	Leishmania major strain Friedlin	LmjF.35:1,991,035..1,991,286(+)	60S ribosomal protein L37	LmjF.35:1991035..1991286(+)	LmjF.35	35
LmxM.06.0410	LmxM.06.0410.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.06:136,017..136,760(+)	60S ribosomal protein L19, putative	LmxM.06:136017..136760(+)	LmxM.06	6
LmxM.06.0415	LmxM.06.0415.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.06:139,489..140,232(+)	60S ribosomal protein L19, putative	LmxM.06:139489..140232(+)	LmxM.06	6
LmxM.32.1955	LmxM.32.1955.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.32:744,745..744,996(+)	60S ribosomal protein L37	LmxM.32:744745..744996(+)	LmxM.32	32
LmxM.34.1910	LmxM.34.1910.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.34:693,025..693,627(+)	ribosomal protein L15, putative	LmxM.34:693025..693627(+)	LmxM.34	34
LmxM.34.3280	LmxM.34.3280.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.34:1,255,539..1,256,105(-)	60S ribosomal subunit protein L31, putative	LmxM.34:1255539..1256105(-)	LmxM.34	34
LmxM.34.3290	LmxM.34.3290.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.34:1,257,095..1,257,661(-)	60S ribosomal subunit protein L31, putative	LmxM.34:1257095..1257661(-)	LmxM.34	34
LmxM.34.5100	LmxM.34.5100.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.34:1,869,864..1,870,094(+)	60S ribosomal protein L37	LmxM.34:1869864..1870094(+)	LmxM.34	34
LmxM.26.0670	LmxM.26.0670.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.26:175,206..175,709(-)	thioredoxin, putative	LmxM.26:175206..175709(-)	LmxM.26	26
LmxM.31.3810	LmxM.31.3810.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.31:1,450,396..1,452,120(+)	SHQ1 protein, putative	LmxM.31:1450396..1452120(+)	LmxM.31	31
LmjF.06.1050	LmjF.06.1050:mRNA	Leishmania major strain Friedlin	LmjF.06:440,536..440,937(+)	protein disulfide isomerase	LmjF.06:440536..440937(+)	LmjF.06	6
LmjF.07.0500	LmjF.07.0500:mRNA	Leishmania major strain Friedlin	LmjF.07:236,044..236,838(+)	60S ribosomal protein L7a, putative	LmjF.07:236044..236838(+)	LmjF.07	7
LmjF.07.0510	LmjF.07.0510:mRNA	Leishmania major strain Friedlin	LmjF.07:238,083..238,877(+)	60S ribosomal protein L7a, putative	LmjF.07:238083..238877(+)	LmjF.07	7
LmjF.20.0840	LmjF.20.0840:mRNA	Leishmania major strain Friedlin	LmjF.20:350,072..350,923(+)	electron transport protein SCO1/2, putative	LmjF.20:350072..350923(+)	LmjF.20	20
LmjF.21.0790	LmjF.21.0790:mRNA	Leishmania major strain Friedlin	LmjF.21:252,916..253,782(+)	ras-related protein Rab21, putative	LmjF.21:252916..253782(+)	LmjF.21	21
LmjF.27.1890	LmjF.27.1890:mRNA	Leishmania major strain Friedlin	LmjF.27:811,565..814,126(-)	endo/exonuclease Mre11, putative	LmjF.27:811565..814126(-)	LmjF.27	27
LmjF.30.3560	LmjF.30.3560:mRNA	Leishmania major strain Friedlin	LmjF.30:1,347,199..1,347,687(+)	mago nashi-like protein, putative	LmjF.30:1347199..1347687(+)	LmjF.30	30
LmjF.32.0140	LmjF.32.0140:mRNA	Leishmania major strain Friedlin	LmjF.32:44,555..47,683(-)	Flagellum attachment zone protein 9	LmjF.32:44555..47683(-)	LmjF.32	32
LmjF.32.0640	LmjF.32.0640:mRNA	Leishmania major strain Friedlin	LmjF.32:219,837..221,654(+)	phosphatase, putative	LmjF.32:219837..221654(+)	LmjF.32	32
LmjF.34.1060	LmjF.34.1060:mRNA	Leishmania major strain Friedlin	LmjF.34:467,387..469,756(+)	mitochondrial ATP-dependent zinc metallopeptidase, putative	LmjF.34:467387..469756(+)	LmjF.34	34
LmjF.34.2200	LmjF.34.2200:mRNA	Leishmania major strain Friedlin	LmjF.34:984,159..985,460(-)	thioredoxin, putative	LmjF.34:984159..985460(-)	LmjF.34	34
LmxM.07.0500	LmxM.07.0500.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:226,781..227,575(+)	60S ribosomal protein L7a, putative	LmxM.07:226781..227575(+)	LmxM.07	7
LmxM.07.0510	LmxM.07.0510.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:228,763..229,662(+)	60S ribosomal protein L7a, putative	LmxM.07:228763..229662(+)	LmxM.07	7
LmxM.20.0840	LmxM.20.0840.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.20:2,963,023..2,963,718(+)	electron transport protein SCO1/2, putative	LmxM.20:2963023..2963718(+)	LmxM.20	20
LmxM.21.0790	LmxM.21.0790.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.21:239,208..240,074(+)	ras-related protein Rab21, putative	LmxM.21:239208..240074(+)	LmxM.21	21
LmxM.29.3560	LmxM.29.3560.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.29:1,271,860..1,272,348(+)	mago nashi-like protein, putative	LmxM.29:1271860..1272348(+)	LmxM.29	29
LmxM.31.0140	LmxM.31.0140.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.31:44,005..47,133(-)	Flagellum attachment zone protein 9	LmxM.31:44005..47133(-)	LmxM.31	31
LmxM.31.0640	LmxM.31.0640.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.31:217,709..219,523(+)	phosphatase, putative	LmxM.31:217709..219523(+)	LmxM.31	31
LmxM.33.1060	LmxM.33.1060.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.33:452,558..454,429(+)	mitochondrial ATP-dependent zinc metallopeptidase, putative	LmxM.33:452558..454429(+)	LmxM.33	33
LmjF.11.0350	LmjF.11.0350:mRNA	Leishmania major strain Friedlin	LmjF.11:107,267..108,028(+)	14-3-3 protein 2, putative	LmjF.11:107267..108028(+)	LmjF.11	11
LmjF.32.0210	LmjF.32.0210:mRNA	Leishmania major strain Friedlin	LmjF.32:65,052..66,686(-)	Histone chaperone Rttp106-like, putative	LmjF.32:65052..66686(-)	LmjF.32	32
LmxM.09.0260	LmxM.09.0260.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.09:88,479..89,297(+)	G10 protein, putative	LmxM.09:88479..89297(+)	LmxM.09	9
LmxM.11.0350	LmxM.11.0350.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.11:109,402..110,163(+)	14-3-3 protein 2, putative	LmxM.11:109402..110163(+)	LmxM.11	11
LmxM.21.1870	LmxM.21.1870.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.21:733,976..735,862(+)	histone deacetylase, putative	LmxM.21:733976..735862(+)	LmxM.21	21
LmxM.36.6940	LmxM.36.6940.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.20:2,617,872..2,619,293(-)	protein disulfide isomerase 2	LmxM.20:2617872..2619293(-)	LmxM.20	20
LmjF.02.0120	LmjF.02.0120:mRNA	Leishmania major strain Friedlin	LmjF.02:43,915..58,632(-)	phosphatidylinositol kinase related protein, putative	LmjF.02:43915..58632(-)	LmjF.02	2
LmjF.35.3880	LmjF.35.3880:mRNA	Leishmania major strain Friedlin	LmjF.35:1,537,328..1,538,662(-)	WD domain, G-beta repeat/Sof1-like domain containing protein, putative	LmjF.35:1537328..1538662(-)	LmjF.35	35
LmxM.34.3880	LmxM.34.3880.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.34:1,437,829..1,439,163(-)	WD domain, G-beta repeat/Sof1-like domain containing protein, putative	LmxM.34:1437829..1439163(-)	LmxM.34	34
LmjF.36.3440	LmjF.36.3440:mRNA	Leishmania major strain Friedlin	LmjF.36:1,347,834..1,348,484(-)	Charged multivesicular body protein 3, putative	LmjF.36:1347834..1348484(-)	LmjF.36	36
LmjF.18.0620	LmjF.18.0620:mRNA	Leishmania major strain Friedlin	LmjF.18:261,282..261,926(+)	60S ribosomal protein L10a, putative	LmjF.18:261282..261926(+)	LmjF.18	18
LmjF.36.3760	LmjF.36.3760:mRNA	Leishmania major strain Friedlin	LmjF.36:1,442,435..1,443,079(+)	60S ribosomal protein L10a, putative	LmjF.36:1442435..1443079(+)	LmjF.36	36
LmxM.18.0620	LmxM.18.0620.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.18:247,171..247,815(+)	60S ribosomal protein L10a, putative	LmxM.18:247171..247815(+)	LmxM.18	18
LmxM.36.3760	LmxM.36.3760.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.20:1,420,192..1,420,836(+)	60S ribosomal protein L10a, putative	LmxM.20:1420192..1420836(+)	LmxM.20	20
LmxM.36.4810	LmxM.36.4810.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.20:1,837,504..1,838,340(+)	pentatricopeptide repeat domain containing protein, putative	LmxM.20:1837504..1838340(+)	LmxM.20	20
LmxM.08_29.1350	LmxM.08_29.1350.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:599,682..602,453(-)	RNA binding protein, putative	LmxM.08:599682..602453(-)	LmxM.08	8
LmjF.36.1620	LmjF.36.1620:mRNA	Leishmania major strain Friedlin	LmjF.36:628,688..629,215(-)	universal minicircle sequence binding protein	LmjF.36:628688..629215(-)	LmjF.36	36
LmxM.36.1620	LmxM.36.1620.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.20:617,615..618,163(-)	universal minicircle sequence binding protein	LmxM.20:617615..618163(-)	LmxM.20	20
LmjF.01.0410	LmjF.01.0410:mRNA	Leishmania major strain Friedlin	LmjF.01:100,528..101,130(+)	ribosomal protein S7, putative	LmjF.01:100528..101130(+)	LmjF.01	1
LmjF.01.0420	LmjF.01.0420:mRNA	Leishmania major strain Friedlin	LmjF.01:102,444..103,046(+)	ribosomal protein S7, putative	LmjF.01:102444..103046(+)	LmjF.01	1
LmjF.03.0250	LmjF.03.0250:mRNA	Leishmania major strain Friedlin	LmjF.03:62,110..62,361(+)	ribosomal protein L38, putative	LmjF.03:62110..62361(+)	LmjF.03	3
LmjF.04.0470	LmjF.04.0470:mRNA	Leishmania major strain Friedlin	LmjF.04:185,923..186,489(-)	60S ribosomal protein L11 (L5, L16)	LmjF.04:185923..186489(-)	LmjF.04	4
LmjF.06.0410	LmjF.06.0410:mRNA	Leishmania major strain Friedlin	LmjF.06:138,621..139,364(+)	60S ribosomal protein L19, putative	LmjF.06:138621..139364(+)	LmjF.06	6
LmjF.06.0415	LmjF.06.0415:mRNA	Leishmania major strain Friedlin	LmjF.06:142,073..142,837(+)	60S ribosomal protein L19, putative	LmjF.06:142073..142837(+)	LmjF.06	6
LmjF.06.0570	LmjF.06.0570:mRNA	Leishmania major strain Friedlin	LmjF.06:201,829..202,266(+)	60S ribosomal protein L23a, putative	LmjF.06:201829..202266(+)	LmjF.06	6
LmjF.06.0580	LmjF.06.0580:mRNA	Leishmania major strain Friedlin	LmjF.06:202,726..203,163(+)	60S ribosomal protein L23a, putative	LmjF.06:202726..203163(+)	LmjF.06	6
LmjF.16.1170	LmjF.16.1170:mRNA	Leishmania major strain Friedlin	LmjF.16:465,404..465,559(-)	60S ribosomal protein L39, putative	LmjF.16:465404..465559(-)	LmjF.16	16
LmjF.18.0170	LmjF.18.0170:mRNA	Leishmania major strain Friedlin	LmjF.18:59,930..60,973(-)	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative	LmjF.18:59930..60973(-)	LmjF.18	18
LmjF.19.1590	LmjF.19.1590:mRNA	Leishmania major strain Friedlin	LmjF.19:680,419..682,215(+)	ATP-dependent zinc metallopeptidase, putative	LmjF.19:680419..682215(+)	LmjF.19	19
LmjF.21.1720	LmjF.21.1720:mRNA	Leishmania major strain Friedlin	LmjF.21:730,246..730,647(-)	60S ribosomal protein L32	LmjF.21:730246..730647(-)	LmjF.21	21
LmjF.22.0030	LmjF.22.0030:mRNA	Leishmania major strain Friedlin	LmjF.22:12,239..12,805(-)	60S ribosomal protein L11 (L5, L16)	LmjF.22:12239..12805(-)	LmjF.22	22
LmjF.26.2220	LmjF.26.2220:mRNA	Leishmania major strain Friedlin	LmjF.26:902,508..902,759(+)	ribosomal protein L38, putative	LmjF.26:902508..902759(+)	LmjF.26	26
LmjF.29.2370	LmjF.29.2370:mRNA	Leishmania major strain Friedlin	LmjF.29:1,036,099..1,036,254(+)	60S ribosomal protein L39, putative	LmjF.29:1036099..1036254(+)	LmjF.29	29
LmjF.30.2470	LmjF.30.2470:mRNA	Leishmania major strain Friedlin	LmjF.30:955,837..957,825(-)	heat shock 70-related protein 1, mitochondrial precursor, putative	LmjF.30:955837..957825(-)	LmjF.30	30
LmjF.30.2480	LmjF.30.2480:mRNA	Leishmania major strain Friedlin	LmjF.30:959,440..961,428(-)	heat shock 70-related protein 1, mitochondrial precursor, putative	LmjF.30:959440..961428(-)	LmjF.30	30
LmjF.30.2490	LmjF.30.2490:mRNA	Leishmania major strain Friedlin	LmjF.30:965,777..967,759(-)	heat shock 70-related protein 1, mitochondrial precursor, putative	LmjF.30:965777..967759(-)	LmjF.30	30
LmjF.30.2550	LmjF.30.2550:mRNA	Leishmania major strain Friedlin	LmjF.30:979,560..981,518(-)	heat shock 70-related protein 1, mitochondrial precursor, putative	LmjF.30:979560..981518(-)	LmjF.30	30
LmjF.32.2690	LmjF.32.2690:mRNA	Leishmania major strain Friedlin	LmjF.32:1,060,161..1,060,565(-)	ribosomal protein L27, putative	LmjF.32:1060161..1060565(-)	LmjF.32	32
LmjF.32.2710	LmjF.32.2710:mRNA	Leishmania major strain Friedlin	LmjF.32:1,066,538..1,066,942(-)	ribosomal protein L27, putative	LmjF.32:1066538..1066942(-)	LmjF.32	32
LmjF.32.3900	LmjF.32.3900:mRNA	Leishmania major strain Friedlin	LmjF.32:1,558,694..1,559,476(+)	60S ribosomal protein L8, putative	LmjF.32:1558694..1559476(+)	LmjF.32	32
LmjF.34.3650	LmjF.34.3650:mRNA	Leishmania major strain Friedlin	LmjF.34:1,581,208..1,581,687(+)	60S ribosomal protein L21, putative	LmjF.34:1581208..1581687(+)	LmjF.34	34
LmjF.35.1430	LmjF.35.1430:mRNA	Leishmania major strain Friedlin	LmjF.35:616,302..617,084(+)	60S ribosomal protein L2, putative	LmjF.35:616302..617084(+)	LmjF.35	35
LmjF.35.1440	LmjF.35.1440:mRNA	Leishmania major strain Friedlin	LmjF.35:618,687..619,469(+)	60S ribosomal protein L2, putative	LmjF.35:618687..619469(+)	LmjF.35	35
LmjF.35.2050	LmjF.35.2050:mRNA	Leishmania major strain Friedlin	LmjF.35:831,570..831,971(+)	60S ribosomal protein L32	LmjF.35:831570..831971(+)	LmjF.35	35
LmjF.36.1070	LmjF.36.1070:mRNA	Leishmania major strain Friedlin	LmjF.36:415,158..415,532(+)	ribosomal protein L24, putative	LmjF.36:415158..415532(+)	LmjF.36	36
LmjF.36.1100	LmjF.36.1100:mRNA	Leishmania major strain Friedlin	LmjF.36:420,871..421,245(+)	ribosomal protein L24, putative	LmjF.36:420871..421245(+)	LmjF.36	36
LmjF.36.2860	LmjF.36.2860:mRNA	Leishmania major strain Friedlin	LmjF.36:1,172,453..1,172,866(-)	40S ribosomal protein S24e	LmjF.36:1172453..1172866(-)	LmjF.36	36
LmjF.36.2870	LmjF.36.2870:mRNA	Leishmania major strain Friedlin	LmjF.36:1,173,715..1,174,128(-)	40S ribosomal protein S24e	LmjF.36:1173715..1174128(-)	LmjF.36	36
LmxM.01.0410	LmxM.01.0410.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.01:99,489..100,091(+)	hypothetical protein	LmxM.01:99489..100091(+)	LmxM.01	1
LmxM.03.0250	LmxM.03.0250.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.03:63,291..63,542(+)	ribosomal protein L38, putative	LmxM.03:63291..63542(+)	LmxM.03	3
LmxM.04.0470	LmxM.04.0470.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.04:169,454..170,020(-)	60S ribosomal protein L11 (L5, L16)	LmxM.04:169454..170020(-)	LmxM.04	4
LmxM.06.0570	LmxM.06.0570.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.06:197,736..198,173(+)	60S ribosomal protein L23a, putative	LmxM.06:197736..198173(+)	LmxM.06	6
LmxM.06.0580	LmxM.06.0580.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.06:198,630..199,067(+)	60S ribosomal protein L23a, putative	LmxM.06:198630..199067(+)	LmxM.06	6
LmxM.08_29.0740	LmxM.08_29.0740.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:885,533..886,654(+)	peroxisomal targeting signal 2 receptor, putative	LmxM.08:885533..886654(+)	LmxM.08	8
LmxM.08_29.2370	LmxM.08_29.2370.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:166,834..166,989(-)	60S ribosomal protein L39, putative	LmxM.08:166834..166989(-)	LmxM.08	8
LmxM.16.1170	LmxM.16.1170.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.16:449,290..449,445(-)	60S ribosomal protein L39, putative	LmxM.16:449290..449445(-)	LmxM.16	16
LmxM.17.0160	LmxM.17.0160.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.17:107,292..110,594(-)	kinesin motor domain containing protein, putative	LmxM.17:107292..110594(-)	LmxM.17	17
LmxM.21.1720	LmxM.21.1720.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.21:698,371..698,772(-)	60S ribosomal protein L32	LmxM.21:698371..698772(-)	LmxM.21	21
LmxM.22.0030	LmxM.22.0030.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.22:11,969..12,535(-)	60S ribosomal protein L11 (L5, L16)	LmxM.22:11969..12535(-)	LmxM.22	22
LmxM.26.2220	LmxM.26.2220.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.26:843,705..843,956(+)	ribosomal protein L38, putative	LmxM.26:843705..843956(+)	LmxM.26	26
LmxM.29.2460	LmxM.29.2460.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.29:903,464..905,374(-)	heat shock 70-related protein 1, mitochondrial precursor, putative	LmxM.29:903464..905374(-)	LmxM.29	29
LmxM.29.2490	LmxM.29.2490.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.29:911,368..913,368(-)	heat shock 70-related protein 1, mitochondrial precursor, putative	LmxM.29:911368..913368(-)	LmxM.29	29
LmxM.29.2550	LmxM.29.2550.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.29:924,120..926,081(-)	heat shock 70-related protein 1, mitochondrial precursor, putative	LmxM.29:924120..926081(-)	LmxM.29	29
LmxM.31.2690	LmxM.31.2690.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.31:1,051,324..1,051,728(-)	ribosomal protein L27, putative	LmxM.31:1051324..1051728(-)	LmxM.31	31
LmxM.31.2710	LmxM.31.2710.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.31:1,057,689..1,058,093(-)	ribosomal protein L27, putative	LmxM.31:1057689..1058093(-)	LmxM.31	31
LmxM.31.3900	LmxM.31.3900.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.31:1,478,894..1,479,676(+)	60S ribosomal protein L8, putative	LmxM.31:1478894..1479676(+)	LmxM.31	31
LmxM.34.1430	LmxM.34.1430.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.34:532,334..533,116(+)	60S ribosomal protein L2, putative	LmxM.34:532334..533116(+)	LmxM.34	34
LmxM.34.1440	LmxM.34.1440.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.34:534,669..535,451(+)	60S ribosomal protein L2, putative	LmxM.34:534669..535451(+)	LmxM.34	34
LmxM.34.1670	LmxM.34.1670.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.34:629,778..630,209(-)	60S ribosomal protein L26, putative	LmxM.34:629778..630209(-)	LmxM.34	34
LmxM.34.2050	LmxM.34.2050.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.34:744,321..744,722(+)	60S ribosomal protein L32	LmxM.34:744321..744722(+)	LmxM.34	34
LmxM.36.1070	LmxM.36.1070.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.20:408,928..409,302(+)	ribosomal protein L24, putative	LmxM.20:408928..409302(+)	LmxM.20	20
LmxM.36.1100	LmxM.36.1100.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.20:414,586..414,960(+)	ribosomal protein L24, putative	LmxM.20:414586..414960(+)	LmxM.20	20
LmxM.36.2860	LmxM.36.2860.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.20:1,152,861..1,153,274(-)	40S ribosomal protein S24e	LmxM.20:1152861..1153274(-)	LmxM.20	20
LmxM.36.2870	LmxM.36.2870.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.20:1,154,125..1,154,538(-)	40S ribosomal protein S24e	LmxM.20:1154125..1154538(-)	LmxM.20	20
LmjF.26.0670	LmjF.26.0670:mRNA	Leishmania major strain Friedlin	LmjF.26:186,280..186,783(-)	thioredoxin, putative	LmjF.26:186280..186783(-)	LmjF.26	26
LmjF.32.0610	LmjF.32.0610:mRNA	Leishmania major strain Friedlin	LmjF.32:212,217..213,308(+)	hypothetical protein, conserved	LmjF.32:212217..213308(+)	LmjF.32	32
LmxM.31.0610	LmxM.31.0610.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.31:210,095..211,186(+)	hypothetical protein, conserved	LmxM.31:210095..211186(+)	LmxM.31	31
LmjF.11.0760	LmjF.11.0760:mRNA	Leishmania major strain Friedlin	LmjF.11:307,626..308,120(+)	40S ribosomal protein S21, putative	LmjF.11:307626..308120(+)	LmjF.11	11
LmjF.11.0780	LmjF.11.0780:mRNA	Leishmania major strain Friedlin	LmjF.11:309,350..309,844(+)	40S ribosomal protein S21, putative	LmjF.11:309350..309844(+)	LmjF.11	11
LmjF.11.0960	LmjF.11.0960:mRNA	Leishmania major strain Friedlin	LmjF.11:395,081..395,653(+)	40S ribosomal protein S5	LmjF.11:395081..395653(+)	LmjF.11	11
LmjF.11.0970	LmjF.11.0970:mRNA	Leishmania major strain Friedlin	LmjF.11:396,948..397,520(+)	40S ribosomal protein S5	LmjF.11:396948..397520(+)	LmjF.11	11
LmjF.11.1190	LmjF.11.1190:mRNA	Leishmania major strain Friedlin	LmjF.11:488,611..489,003(+)	40S ribosomal protein S15A, putative	LmjF.11:488611..489003(+)	LmjF.11	11
LmjF.15.0200	LmjF.15.0200:mRNA	Leishmania major strain Friedlin	LmjF.15:79,176..79,844(-)	60S ribosomal protein L13a, putative	LmjF.15:79176..79844(-)	LmjF.15	15
LmjF.15.0950	LmjF.15.0950:mRNA	Leishmania major strain Friedlin	LmjF.15:426,954..427,613(-)	40S ribosomal protein S3, putative	LmjF.15:426954..427613(-)	LmjF.15	15
LmjF.21.1060	LmjF.21.1060:mRNA	Leishmania major strain Friedlin	LmjF.21:439,185..439,616(+)	40S ribosomal protein S23, putative	LmjF.21:439185..439616(+)	LmjF.21	21
LmjF.21.1070	LmjF.21.1070:mRNA	Leishmania major strain Friedlin	LmjF.21:440,370..440,801(+)	40S ribosomal protein S23, putative	LmjF.21:440370..440801(+)	LmjF.21	21
LmjF.21.1780	LmjF.21.1780:mRNA	Leishmania major strain Friedlin	LmjF.21:741,751..742,500(+)	40S ribosomal protein S6, putative	LmjF.21:741751..742500(+)	LmjF.21	21
LmjF.22.0420	LmjF.22.0420:mRNA	Leishmania major strain Friedlin	LmjF.22:174,339..174,797(-)	40S ribosomal protein S15, putative	LmjF.22:174339..174797(-)	LmjF.22	22
LmjF.22.0460	LmjF.22.0460:mRNA	Leishmania major strain Friedlin	LmjF.22:182,669..183,127(-)	40S ribosomal protein S15, putative	LmjF.22:182669..183127(-)	LmjF.22	22
LmjF.24.2070	LmjF.24.2070:mRNA	Leishmania major strain Friedlin	LmjF.24:763,597..764,259(-)	40S ribosomal protein S8, putative	LmjF.24:763597..764259(-)	LmjF.24	24
LmjF.24.2080	LmjF.24.2080:mRNA	Leishmania major strain Friedlin	LmjF.24:765,161..765,823(-)	40S ribosomal protein S8, putative	LmjF.24:765161..765823(-)	LmjF.24	24
LmjF.24.2260	LmjF.24.2260:mRNA	Leishmania major strain Friedlin	LmjF.24:820,056..821,624(-)	notchless homolog, putative	LmjF.24:820056..821624(-)	LmjF.24	24
